Dst Port,Protocol,Flow Duration,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Fwd PSH Flags,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,Down/Up Ratio
443,3,10.236390499805372,705.0845572365168,266.46248778107184,623.5970475915063,718.4417120337832,177.3981885107579,62.6553781323144,177.12617097165224,228.5303843625582,16.83323269134343,0,0,0,0,1.4233454585834675
80,3,2.7653091924723725,403.4187732564066,13.80508407500744,161.57073668145443,523.2272204710188,110.74202811469753,105.61086545830153,1287.6273610339688,82.36819324036408,16.53819900545962,0,0,0,1,2.358651451583194
22,1,7.78299754296444,663.7049323222933,57.915485786457886,922.4075860693904,1192.0348216552622,363.9011368090021,191.39802107044946,3004.6942021455484,77.18680226129727,21.59759664914119,0,0,0,1,0.835091505079551
443,3,26.437323006469963,1951.0435720209218,7.282321746139562,394.7606484022616,2379.905248723324,24.40165300312126,33.949909679664074,20.407228354397674,67.7008028917991,19.38468806540478,0,0,0,1,1.1172039994783096
80,3,142.4839530946151,2086.1067090121637,179.0809849110721,773.9120538781672,660.7722928701312,105.51713862695038,817.2769584613783,145.83988876603865,118.37929336411928,12.575515433959858,0,0,1,2,0.31426008781964004
80,1,61.5175890290545,46.47660388436289,47.8998458397244,1.6820529091111363,589.1966278916125,15.508986139583955,166.46981608694097,585.2172038415678,123.55471239076972,93.60679369800509,0,0,0,1,1.0874833406013937
80,3,75.68505416509652,3357.035137965964,123.71706407039444,827.8064601998256,204.81962850888675,72.04060085469119,326.3142948508993,1241.752067245341,2.8089174714075247,10.938103068130395,0,0,0,1,1.1148735384008919
23,3,121.1125117564177,106.9210594165457,68.80174632904586,1418.0799902456156,915.2706701161039,45.245675576726924,494.4807949624686,1030.997743939437,4.085644384121651,46.762566817065164,1,0,0,1,1.2604182319722905
80,1,372.3789453957828,4149.142060733749,489.50638818980474,391.8514933307869,987.5267276824985,52.83234294202291,500.79925985741113,452.04660144071096,126.739574578463,27.079227097826475,0,0,0,0,0.3417957409397365
53,1,72.40053564813104,1851.5832759242655,41.262798884864615,622.5072445291985,117.77076323955926,160.16167628517658,405.7599346419428,1058.8507800318325,124.53620615760057,39.524248409537655,0,0,0,1,0.9228070112442304
443,2,55.58649698081937,1553.219595238851,72.9215349647538,262.7648544453132,5.654328212533331,97.92954662544831,240.9183433971732,862.883039147575,311.71352297279896,22.987155916028566,0,0,0,1,0.9089228549227951
80,3,118.6425056913432,873.8104457932682,137.58562836491222,54.78787300238529,173.64560035943194,90.9684667840827,2349.4187710031206,2782.721305113055,41.172447524819034,12.633150105412835,1,0,0,1,0.11970381967159356
80,2,83.19688753102116,698.5042185881803,78.94017068554275,266.9173657958603,243.26580567839753,42.891286990738045,910.0126747543802,437.97742404408933,185.78939681752263,33.9067876492767,1,0,0,1,0.60113046352909
443,2,158.3803511758764,2263.241133604778,93.8624576576994,492.0729456006344,1986.7884904766197,13.648032375618948,948.1435953671529,233.82675655569793,67.0746034112416,58.20385549855634,0,0,0,1,1.7049757625736062
80,2,8.923885754199274,1469.7234324501123,4.099120210476311,841.742741734931,632.5441696369886,93.54897444996394,96.81840304339003,716.8192233318919,85.16403204346861,67.20857213674056,0,0,0,2,0.3228903666675268
80,2,85.18627487177956,556.1624281794201,26.60256126796095,1397.4089441385713,331.72527399142797,35.28108974932282,527.520551342448,700.7307706754755,35.83057902153001,5.069595899980609,0,0,0,1,0.5404924298651593
25,2,38.995196321224256,1034.8598532941128,0.8092573753823878,340.15521489393507,2125.346944040717,230.1786463262773,92.79918141688347,381.97560081333313,14.755956358149035,4.875379915452576,0,0,0,1,0.2995584341854363
80,2,271.2908352617805,370.2121484074328,27.097304445082056,90.38597002301294,28.144126076615148,4.557825841958357,846.4652486316975,701.864855141706,115.25057324370542,12.600104730414072,1,0,0,1,0.3300327283409755
443,3,42.14368120068543,34.56996668196808,3.920317795837543,61.192808189646584,1019.4043486405149,129.9204222650839,661.4319245652177,2805.0996019832264,31.49103699413453,113.49334918965148,0,0,0,1,3.0731722585793158
80,3,117.0148831468775,204.53617344087084,136.66128763285724,149.55625686204252,2366.322730311838,118.42416145113926,598.0217305732809,854.294833811948,221.59887102697476,25.452677597683092,0,0,0,0,0.162683230104229
21,3,107.94558038605902,4759.974967098574,76.23341188029536,250.47685316218704,611.0808313922437,18.819410497040398,67.36052957203121,352.0346716753744,11.61709163721638,8.199536159232611,0,0,0,1,1.5189389801645958
80,1,116.84747613662705,395.2203346008633,4.691806771721645,455.42363420435015,412.2408117256612,80.68664033460661,537.2431441991547,251.83501807309645,256.68710069288835,25.419256277516393,0,0,0,1,1.1737098520753833
80,1,207.5978272478828,186.63667690313838,114.57707616307486,810.396100191314,80.22761748455298,60.00824730123391,64.8864040021966,1983.703018870782,54.07423876851711,11.343547477502124,1,0,2,1,0.42933044636881623
22,2,237.16717562973207,691.6966109598555,8.799876311276188,341.6630034229075,1005.1171741043794,54.958162704836035,395.69193592460687,1354.3536597772975,15.490424830044047,52.305516620027134,0,0,0,1,1.4024046581653673
80,1,141.35585641902313,14.087618185838654,28.48679866573432,583.3455094117365,3280.042259077777,92.33238754662287,744.1941813386819,1716.9530742375139,184.98598446325406,47.7751410668113,0,0,0,1,0.9585946438630191
443,2,95.32366934551096,1685.1583084516574,163.87369293845583,19.086554645084952,1621.6897959547066,57.22149737658066,341.9419826784642,28.37181137349045,229.959764057525,53.51747532960046,0,0,0,1,2.4404728709494683
80,1,16.817970948351384,128.37242710592352,6.816969797140928,1513.3893252500081,2351.228384458357,113.47069935829714,373.0725793498557,1272.6669828723893,195.20793472717932,14.167022150122186,0,0,0,1,2.358491982714905
80,1,22.278869835724407,366.0616070591252,12.887294010582536,490.971816021201,1654.8610394406069,6.248515130576625,1133.1253513884042,1976.7195652507314,96.8071491826979,76.46691223535188,0,0,0,1,1.2106857639910722
80,2,4.96410983489876,144.58548550361525,30.60040654331701,274.59710320461653,2234.0508618185377,30.630266369830412,755.7654540342169,327.1548525644838,41.46323264426991,99.92487975464628,0,0,0,1,3.2596754645826844
80,2,195.67964694285186,365.4559359278408,15.051760874189371,2758.389412463129,86.41498518246748,8.417823113524268,206.35327963625727,264.136933120165,318.0665031529077,85.22309469753193,0,0,0,1,1.1830641734501044
22,1,20.257869849842994,248.57782195489037,283.7335810952653,1136.3779766464627,530.6268722060241,180.43165161154434,47.8565046028252,1985.3159415396467,81.77682490184263,35.89413035882019,1,1,0,1,1.5448731669986306
443,2,239.09601287219965,1093.5835194860936,42.99575687667594,114.20733981157666,442.1790438387583,169.81385534523122,571.4322011567976,1007.1400143575189,136.69868361954428,20.610205653385314,0,0,0,1,0.07843390219335553
80,2,94.7600817332612,164.01402006996844,86.75877526452832,251.67773143815202,201.54728802944132,50.82321388943494,458.98208684909895,800.704090028032,7.921185086977184,2.9065036000363436,0,1,1,0,0.8019292674058377
22,1,86.27171993864816,417.4711779190311,84.7230107839679,837.0103524432985,1031.8752508356026,8.081072445360734,442.9262814184662,382.3053519668426,145.86513675940077,11.705602055292951,1,0,0,1,1.1333622743786134
443,2,110.19371642976274,458.7768533150019,71.54470429125139,2152.5521328039226,914.6023168907386,47.767209665415116,195.01164463245138,944.8007076125892,33.43692687372749,210.6678943670624,1,0,0,1,0.048992104923064245
443,1,33.122919063420156,2380.9635652421475,47.220866223910946,417.9483509217228,439.6672562343828,52.35592878807965,1.1811947908998213,1745.286098142025,2.572800668408425,34.131944981088026,0,0,0,2,0.8673276932445374
80,1,23.014585973445133,1717.0736276049972,30.27387221994594,41.24646113046753,928.8310622273191,13.268732946746736,978.6477786151854,89.13299780654981,66.60259795073054,92.37163192767129,0,0,0,1,0.622220097792197
80,3,311.66189201953125,660.8591660864281,7.7499523846616984,326.4049076522527,1359.1455328611485,27.333102414270925,417.0867098393562,1794.294407270031,81.56572240417759,19.6177829144979,1,0,0,1,0.9426088934611419
80,2,67.4603255917918,38.34699686974894,166.05771446386336,145.05058375025263,130.39975249040612,115.14047621650268,315.72688160497444,547.9337002898951,92.20055728728698,7.344164299719963,0,0,0,2,0.8696724029874507
80,3,179.03626537623552,2628.372989690098,32.88485864913853,598.5796959449133,315.5862018577468,130.06854388928923,995.2843088750715,178.96645165450116,14.328132688045214,3.4676952299760346,0,0,0,1,0.18092765123298588
80,3,51.380301859873356,975.2687214524249,12.19590332988487,230.22893880895583,1106.4679354740615,52.944065763608286,162.48522305234533,3982.605626050937,72.09373817415309,27.275379509103164,0,0,0,1,0.5970252271783973
443,1,154.008063490284,109.22387451299288,2.14566744855895,49.34076844617647,2671.713519193968,23.45654188129763,793.2390708877402,1142.36209404062,96.844854381771,45.829066941898766,0,0,0,1,0.722664247050311
22,3,63.05601354825835,84.34833580135239,30.33110805754557,646.8380889504681,1605.222833272613,320.8122852658007,143.84113024846548,83.66685458845856,6.006059466356063,73.64311706069941,1,0,0,2,0.900660846143824
443,2,172.28770704717647,408.21036904812723,47.55468713414874,558.2473666244925,115.92035507125296,63.64178517472432,1256.8797784696435,311.69497826388664,115.76863777011992,33.4958725216102,0,1,1,1,1.0635088451539398
80,1,260.511287518056,1004.8792396300108,28.607806815882753,688.3971562218541,48.211448640921674,131.14750413471253,39.70473626856799,1247.6524466034068,73.57887596056288,47.44372758816523,1,0,0,1,0.34575980872958756
80,2,86.51953639765189,3338.6388032385585,157.13288927545923,965.870146067189,1395.8540902397676,19.78959599483731,1115.0805002378609,324.2702650074501,7.0147608618414665,5.645764212163895,0,0,0,0,0.2132846396857961
80,1,275.68836855955755,1084.150923257279,80.5556152466416,1076.3071002717243,201.14321040377075,96.56612754790731,132.8443985147671,2012.3327840328877,484.5204400763837,10.008948590724037,0,0,0,1,0.5410775362786446
80,2,136.98631346915062,697.9070421988496,164.38067646563061,1065.9302874500318,2092.4473403845786,13.525719440565181,41.26750989260532,292.1415475791459,85.77820141808124,15.658159456621377,0,0,0,1,0.23733526484645565
80,3,28.09585000492103,664.0405033251712,43.96074272980258,889.1202708379934,1059.501639765617,47.24218535282013,1170.4422301281622,1583.4456272258487,149.7052670275121,11.60744725795055,0,0,0,1,0.5041355099726713
25,1,140.30372921439144,2723.136128489697,150.27669863649268,1431.5257552683984,351.5559661568099,148.0609184709719,188.3919520493479,111.9335430305519,140.3222473429341,5.977538759076201,0,0,0,1,0.37009178256419
80,2,26.014363344294555,2618.5426856770246,426.57139546479027,1807.2251981902687,3169.7711217241254,26.59032653872444,981.1405437526425,483.94602779304427,202.36203400953036,27.39411111351823,0,0,0,0,2.179137108653122
80,1,160.24628006919215,201.81857629588117,68.14882427131676,1313.553592644806,869.6944834625422,137.9297370150391,34.709988581838346,465.42079068589004,7.02495237182453,85.7994669257523,0,0,0,1,2.2437016378881873
80,2,9.852873508427335,815.2456446059788,326.9721842952392,325.6256230603687,1892.296197451608,69.80533427766477,163.09761444929097,109.99412672184108,18.105348025610716,17.04180062950909,0,0,0,1,0.4391243644413297
443,1,42.22098073811185,6015.128695413809,107.65174787538656,40.13304206565002,301.44311703443316,47.77341369289114,696.9207545930201,721.9439060362985,246.77992030724104,6.081779516965022,0,0,0,1,1.5501812404402373
443,3,42.23065255403665,2657.5191335855634,9.065807557823227,480.3507514806841,15.796269119662421,19.406997423036376,597.469279365246,1880.2224542618396,58.187559025408554,58.19849512078344,1,0,0,1,1.1313684920302824
80,1,89.43442502713627,234.04603467574293,2.889108221835206,483.8457184335628,40.76158374329004,46.2072174965293,162.93174175704291,505.1658859132306,127.06169083279089,48.230534538398736,0,0,0,1,1.0827848257785868
80,3,297.9225070329122,519.3741378641254,42.5300902277062,478.80577751001294,1263.2408772437066,317.7884715187848,24.839744596840124,749.3753980178526,141.4612061416366,0.8111426396416788,0,0,1,1,0.3633155241253409
22,3,2.036500154463717,271.5865583300762,125.07296474565254,130.0774954164581,108.92247933620672,14.285366908979306,83.0391234917547,135.5702595205411,89.37058359386361,12.3485983053298,0,0,2,1,1.302766201386985
80,1,359.6814646668514,1291.5159679911153,9.824278843485162,306.57180372353605,46.89094070514671,143.96927077426744,64.55502680919196,194.25886395827519,190.82882429508481,48.04066886551613,0,0,0,2,0.5696447953101894
80,2,115.96117338774701,384.77083643151576,4.529843926787637,1047.7778068035832,510.15333476611124,10.823148572055498,95.77174723499044,31.95841221182411,296.7285325440639,32.72792062621646,0,0,1,1,0.267802085604014
443,2,69.46326783109332,1917.17251323854,65.06527537547834,225.61636278889245,2970.777503167895,66.38619472934393,1103.8717670142357,1273.1605049668672,393.9472808128658,20.212048865722874,0,0,0,1,0.034454686558815034
22,2,43.8012605319429,94.6183739020743,77.06627284830977,5.269119784538903,284.93940174609975,4.351941150225257,190.32483536472512,199.80935635392254,112.00134356244382,58.39937617364287,0,0,1,1,3.082295170498225
443,2,100.86996683643257,1084.7897803987523,9.642763465677357,207.87831454206585,1437.970888767688,41.04774179993683,843.078661078077,89.6735235291639,161.470769571682,29.68469053253799,0,0,1,1,0.6799116540204129
80,1,154.1923576142883,1124.2982489003884,58.88384429877787,868.8335687317758,912.9361829094448,381.78125880147047,117.10560700194459,2093.2528040526245,146.20153463331067,92.96881612467193,0,0,0,1,0.48867298639959966
80,1,101.68618484114302,1416.4744358799094,188.84730388595685,460.20995416303896,466.0807850879353,22.464977193950514,17.754512444705416,1953.3424431103308,187.01449656555428,4.752331412401426,0,0,0,1,0.0049573921966465295
22,2,119.81568611333498,958.790641586225,12.935486239769215,192.06023679361425,1863.2068412825924,30.78822240080022,907.672321677664,2101.571423794776,8.872875141087565,64.07524134676837,0,0,0,1,0.42696127551384533
80,1,77.76977360728444,971.8708454352043,37.78317682073605,324.67403877101316,2070.5093458378715,108.07277722973649,387.48921973760673,332.0290538488121,169.44115177184514,126.94766190568588,0,0,0,2,0.3305140246329944
21,3,13.90475275564973,604.7763775597589,105.7893642738264,442.8246626745119,469.63647784708087,306.8157957259713,134.1529980026414,2718.9995952861595,102.39980476688689,11.697513464570877,0,0,2,0,0.39545559765486404
80,1,39.50501116925637,574.5589970939749,38.55710412836549,1105.1464548703034,1758.4132851984511,5.842742954472587,272.19613357458144,632.5043526096897,95.81220271819659,15.337134508866928,0,0,0,0,0.03622641833771577
443,1,38.59754131971028,405.78259442540593,7.850988381011076,51.21280856390835,2737.495645520379,95.69291993368462,177.01997774627512,137.30139057770162,88.29378916449448,18.215805528161635,0,1,0,1,0.8802904865238012
443,3,91.58155805920927,63.055429239572774,72.50841026851414,2.3751161050983063,275.65423027368433,96.40658672063194,550.0872785543928,317.4348637700556,139.62477537324813,7.727308428123961,0,0,0,2,3.407878963677772
80,1,327.32852150639314,746.0781420735659,402.5329107134679,335.10430945148767,3316.9466172495763,123.99289846122679,366.21181051189984,247.135993435784,51.31639496687986,114.26430461285773,0,0,0,1,1.5331307156952734
80,3,11.269471440441725,671.6276558855224,28.738151798955673,198.055067211514,1358.4030614985695,6.144320765644571,465.8392787988468,352.28622459616497,133.04052141243946,14.511618438760014,0,0,0,1,0.9672965055373226
22,3,101.6047980941976,1424.2052254026432,65.75002516395658,627.9960199315085,2117.023560918306,112.37469355392997,216.62295782763235,159.21897173964243,12.688009742178636,50.61026114973362,1,0,0,1,1.1925266509366974
80,3,330.28345847108983,887.2321148386475,155.28534583653283,490.4575335416025,1240.8011827826472,441.48474624654466,170.47740173955458,1035.2926418342092,238.03365915083396,96.35491498891433,0,0,0,2,0.8640074920193309
22,2,18.786931557848572,99.14025959709836,78.87516879434409,104.87891153216302,342.56343188652755,126.61545868460186,358.8736140638505,263.69782570264783,130.2885514030758,20.03257190772943,0,0,0,1,0.15056901353821467
21,3,159.50296972380488,647.0095152340341,197.68505944749032,446.31429199643907,467.23332064307533,348.0843468255061,546.2413467774838,732.3908824086853,134.14494770177748,132.5511888526645,0,0,1,1,1.5510637157826177
80,2,210.21598275080504,1715.5305880805404,18.581156071984257,1.0145879166983212,3883.6659424102145,9.398366241348889,480.88581716986465,281.72887182678966,96.68377903384955,109.55997999998503,0,0,1,1,3.2309730767755616
80,1,112.64733516309,120.73947583326873,121.99226308456068,454.2975923834445,425.99845720297816,268.78455799729426,24.14349503106232,590.4939804468081,155.73746201534246,0.758786667123416,0,0,0,0,5.031023993730583
80,1,52.424936431673295,1179.910651666684,11.57030203987934,943.3648386678834,516.881647738659,11.731918879200647,28.875329343372115,1148.8451467389023,131.2145033019686,50.05144236874888,0,0,0,0,0.2702325349162141
80,2,44.40395363357591,910.5016777764109,92.57271631131415,1216.6605363760934,160.6720748707728,49.44020318123718,1180.3483682924857,181.4309894943833,140.89113831072092,16.065050559676905,0,0,0,1,0.9948731138180914
443,2,349.1496626206176,56.197813774080366,60.54989098671477,236.18775526552176,1931.2413370528334,69.84021004159932,779.2675770954459,960.6108431632069,89.31236567461363,34.415165204477354,0,0,0,1,0.4448609151189293
80,2,111.99399266613366,392.3566503002461,40.096518286973875,22.28661796783717,1193.0563200360548,69.5453384016838,24.950111207740363,3364.709922270305,44.78294748899103,76.27015979292706,0,0,0,2,0.13390656676035181
80,2,16.14030568667361,3098.6805865076335,143.61805203801256,550.0414238402961,32.985421658061874,31.97026517410217,58.74372514727191,478.1665862176114,149.58280979896784,4.08193649473457,0,0,0,1,5.031370762064399
80,1,57.06484942144512,253.68986625913524,20.93269664985229,118.66852382059687,600.7656441229683,133.56589347597736,425.3300995403715,115.86470020484671,171.78525787951753,35.18888199106885,0,0,2,1,1.1455875835797262
80,1,93.40770944073508,161.1705405861861,60.882482922521675,277.8743791675588,1535.237510094404,192.48867422818824,2016.7289429592054,215.0994494276632,29.507463500264848,29.90511651285764,0,0,2,1,2.0465821333924152
443,2,15.550570611207693,480.13571033291964,141.71732144569037,136.17235043111748,666.2901610313015,110.77241936819266,526.4225030121702,2088.3509056468765,150.77280674832247,27.008019448298782,0,0,0,1,1.8197849252340013
80,3,0.5648180781756499,832.665036130607,389.95481010220334,626.8271229779338,220.9832076539058,39.75487293772389,212.48333647085653,413.4415891847998,69.08043664968578,18.940449608937417,0,0,0,1,0.11667542640601017
22,3,6.18824516745077,124.06208787630064,58.96865001436537,175.70847856140162,738.8264785967433,142.35975502607045,1250.4578117983165,2892.4087052077157,1.411963747417481,1.9577658979893104,0,0,0,1,0.08177925604710448
80,2,7.216639895207501,843.6052648153756,53.78753533395254,846.8882885342948,200.74474376358543,4.995406349548186,104.72657128746265,398.4651753689791,16.010753555308618,11.88085341921396,1,0,0,1,0.5278314332570959
80,1,198.26627196982858,181.5958231790672,135.94532977945732,418.4495699471729,483.20460921037886,109.92698238116392,46.4252846928873,444.0760322598534,109.55738104561061,204.3119164970462,0,0,0,1,0.6805947446323172
80,1,60.28304651663103,222.37777245098778,36.59402304305273,469.01198444782875,58.02819359105507,24.699503938596333,451.4038322856895,968.662163907285,35.12858470391072,69.5293086731927,1,0,0,1,0.7309447944854268
443,3,287.6151693440669,459.0814339618546,7.8750452252270495,141.5205144688754,1112.886737178262,93.10844163693422,1071.4064638273062,260.7562782750272,147.02682828320783,33.11707897300392,0,0,0,1,3.343879203144155
443,1,19.12482503150834,565.3156116625678,9.301208249677188,1093.3334068366942,1343.4173027907966,68.65409014980075,1064.241986020098,198.40789785536708,267.61589989508485,43.500040600805576,0,0,0,2,2.143623515253653
22,1,43.41943272206706,641.9463363303144,27.835848004049097,766.5736159507134,470.0842028779068,0.8722362463371288,1779.7642270388005,266.6358869142428,42.980657211753645,13.519946663199296,1,0,0,1,0.672818173658008
443,2,172.95030005797014,1226.9416334384382,188.03532595501946,138.65678391121597,236.06168747272156,98.4345698968946,179.25928971762033,104.79776273681057,83.87466625049392,11.364470109284678,0,0,0,0,1.2581131949905446
22,2,283.80991346477913,2327.212247273669,86.46306147673586,804.5266013908815,162.04173967780252,69.31433689243103,458.67851473385196,305.1353157716937,186.44392066019975,5.137798131526616,0,0,0,1,0.7615803046307088
443,2,3.130905308237143,523.7486455545862,22.838001968428987,106.71345707995921,2395.964542626078,44.059925667062174,9.899112038837083,508.290903446841,277.643355741383,27.845889108587546,0,0,0,0,0.08905412865504404
443,1,22.241635865285378,992.2687978690781,219.46254558418755,288.02560899792235,205.74995604855152,41.216737946767736,396.6407080202856,672.0106342378781,15.973919341914819,40.92453427494156,1,0,0,1,1.657996351120611
25,1,12.367426388353596,1412.3453766999537,77.18109581585958,314.0067142575187,755.5574013459236,53.98772232557805,681.9892693035439,362.426657517793,47.73979270129333,214.41179496933188,0,0,0,2,1.0903476593369243
22,3,62.93146113502238,564.7196332956388,124.77037570472753,1029.3025491951971,44.98232313429691,206.6612296167352,22.33347848086919,1118.6347431613838,44.59973338634869,14.298090148318016,0,0,0,1,1.8259472148971843
80,3,243.72234883054725,395.90159085651874,99.23527576694971,726.2959131120957,415.5806841950346,13.68363098973305,191.28684008144683,1068.7639339940397,101.9235247148062,137.1827313317387,0,1,0,1,1.7993318802034302
21,3,12.40661044754345,2870.745680309821,95.43856070156708,383.0478380227497,1623.9376107436449,44.012097171412,1227.0401753252104,1828.5941562678815,93.8285611564929,29.579940163109697,0,0,0,1,1.0201673100328124
80,1,134.6692572105401,718.4217590940001,105.66402109126973,68.14111308885302,1643.2956596435208,28.748552752944228,25.07179620585227,1055.8007075637101,63.23237123228475,150.82713078302174,0,0,0,1,0.13663915663466722
80,2,34.97724174156909,1913.8557734861097,59.76403870891945,16.874098049751108,2278.110183713957,60.56590205559996,218.25471787645245,583.36550869985,243.6113133315406,70.21229385214443,0,0,0,1,2.5075321873158365
80,1,0.01194453674362998,2662.0560686107783,101.12170427321658,591.0723023786702,1342.6005798187216,87.70931328914902,12.627710537418883,1753.8424089027187,46.50646985262996,18.375015613317736,0,0,0,1,0.19849706774240783
80,1,59.99857418061054,1281.9977980762403,56.056059752552436,171.29516299685977,3672.8599056835105,19.369341996262076,254.33557383647903,392.0491531870823,58.873679240197006,38.81770634959496,0,0,0,1,1.621287604078767
443,2,17.923601712844086,3937.1379710974225,39.89627354390103,186.36914598192683,1804.7594577575212,104.53266251695523,108.21417333610995,26.967727371681768,192.40802057568274,1.0600850705662956,0,0,0,1,1.282142015143133
443,2,40.94372063345734,622.8479610949661,161.00130801220402,291.4235550688014,849.6134482307731,187.08761613217231,606.1345401836353,623.3650272508401,92.2693190450271,2.235031785512161,1,0,0,1,1.4478741092004956
80,3,26.01111934488239,658.8194689402142,28.56989548654316,178.14849958002472,13.557892358032651,128.28504228408553,228.69645843855417,731.9923429767283,34.34224000081733,67.16496030696896,0,0,0,1,2.887857483239956
22,1,64.14772931789226,513.9641757652334,10.056902866337767,255.11461816213182,479.5778418317741,370.4206237084998,1652.4275343060776,1779.6329677402236,75.83459428042327,101.93027064074849,0,0,0,1,0.28647614191915804
80,3,95.34683500639073,125.53776895068563,131.36494189583362,402.9808354368747,2594.602160053268,15.786834376326908,196.74151808704775,2293.3627677065183,44.8220874640104,53.07666934421943,0,1,1,1,0.7834003141229757
443,2,13.783419198204443,30.048555020989742,106.70826837425882,183.441502266114,219.27239814771954,218.49214630531048,737.6898825830712,1367.3010749559237,12.710796200773562,22.51641544231031,0,0,0,2,0.040230620014000774
80,2,26.872915385816466,1656.881572353817,61.32695412755454,188.1310753141362,418.2738512356607,5.225214323076783,494.8738650727421,390.5966111945575,40.99444652635884,27.188390232910052,0,0,0,1,0.4401891623913418
443,2,116.37344864795081,998.998485875919,172.73525915142486,2107.7696983390674,312.23363558815987,406.7674676782867,631.3457986827759,536.4819193495179,183.7265035454827,32.51209296855035,0,0,0,2,2.621392445146452
80,2,75.96132280815489,1668.2499246769635,69.5192609465596,879.7862152756982,1121.051349074101,92.81606365556544,731.3826843061827,1457.6739673352195,157.36852379354042,94.28394399524814,0,0,0,1,2.2737444046263877
25,2,173.7309123097491,289.7334572950683,84.63206563342055,462.75459551095605,143.54572091034308,5.432561114149556,323.75690209073554,2735.5879619920033,238.49089322919812,55.601282132692106,0,0,0,1,2.9590839037158867
22,3,24.622707531314123,1145.24700981127,343.8412106259105,955.0481683358768,906.5806676045282,91.76835003700836,1472.4943986057071,85.6503806720845,48.87112952107473,19.32567361963825,1,0,0,1,0.7832652418862959
21,3,187.67664269589605,1754.8280020866275,4.153133341500163,1324.7273204521223,604.0102118586243,75.10590520246919,213.3424266986308,232.8161563844849,88.90700516323474,74.31619382526526,0,0,0,1,0.6813221646343288
21,1,277.7039124664289,1640.1041350557014,1.1886531125759163,195.34364652547956,2560.8457881621976,162.65848430108903,126.2534642001126,880.7051862927152,82.15480615669752,37.213140329720154,0,0,0,1,1.0335921502660834
80,1,15.51915723849208,1231.3205406684604,2.303298888605739,396.99093572997475,1221.39935528343,227.47651705171035,1160.6147568721624,3050.6861814996378,186.25071666843155,36.770065108726094,1,0,0,1,0.5786268926943561
